"GeneEnsembl","logFC","logCPM","LR","PValue","regulation","absLogFc","geneId","FDR"
"ENSG00000113140",1.16312432015171,13.6507336511928,57.2654984281031,3.80776659244516e-14,"ns",1.16312432015171,"SPARC","2.31e-12"
"ENSG00000007312",-3.08552440761468,4.8224949543903,57.1347608181211,4.06948957844002e-14,"down",3.08552440761468,"CD79B","2.45e-12"
"ENSG00000105374",-1.73022703577253,6.70424429206437,57.1209080298169,4.09825512665458e-14,"down",1.73022703577253,"NKG7","2.46e-12"
"ENSG00000151148",1.38931206870639,6.51536791422385,57.0750326722478,4.19497647230362e-14,"ns",1.38931206870639,"UBE3B","2.51e-12"
"ENSG00000009307",1.3790363636655,9.80035747089158,56.7176816034445,5.03091497202278e-14,"ns",1.3790363636655,"CSDE1","2.98e-12"
"ENSG00000167978",-3.10212652288226,4.26015035111057,56.4273599633693,5.83132952776248e-14,"down",3.10212652288226,"SRRM2","3.44e-12"
"ENSG00000032219",-2.00456260599681,5.8980852402002,56.2082932194331,6.51860035604432e-14,"down",2.00456260599681,"ARID4A","3.83e-12"
"ENSG00000169249",-2.40683362173315,4.43026024269598,56.0770979612403,6.96841214993441e-14,"down",2.40683362173315,"ZRSR2","4.06e-12"
"ENSG00000044115",1.4202485061509,6.60992946202465,56.0751958010501,6.97515723622843e-14,"ns",1.4202485061509,"CTNNA1","4.06e-12"
"ENSG00000131236",1.05754374422404,11.2905764681079,55.7550129148589,8.20886891781292e-14,"ns",1.05754374422404,"CAP1","4.76e-12"
"ENSG00000107819",1.60586645078612,5.17824548338303,55.6908075794244,8.48139458286624e-14,"up",1.60586645078612,"SFXN3","4.90e-12"
"ENSG00000136717",-2.27485318933215,4.53311538371698,55.2615388327359,1.05513085191608e-13,"down",2.27485318933215,"BIN1","6.05e-12"
"ENSG00000101162",1.07140742561927,11.7623350884483,55.247854167093,1.06250234804507e-13,"ns",1.07140742561927,"TUBB1","6.07e-12"
"ENSG00000074966",-2.45255159483198,4.65692780684112,54.9878975248907,1.21274289081157e-13,"down",2.45255159483198,"TXK","6.85e-12"
"ENSG00000075151",1.04513644624125,8.39720855540368,54.9851521304124,1.21443806591247e-13,"ns",1.04513644624125,"EIF4G3","6.85e-12"
"ENSG00000166562",-2.15419160604015,4.59460806768701,54.9183071561635,1.25645193082697e-13,"down",2.15419160604015,"SEC11C","7.06e-12"
"ENSG00000166974",1.14596100238714,8.99126798308719,54.9014387561597,1.26728203563022e-13,"ns",1.14596100238714,"MAPRE2","7.08e-12"
"ENSG00000183597",1.17741488849447,6.3767982485868,54.8980984864367,1.26943766014107e-13,"ns",1.17741488849447,"TANGO2","7.08e-12"
"ENSG00000138449",1.40751181757743,10.9139312136661,54.8826113309826,1.2794802495389e-13,"ns",1.40751181757743,"SLC40A1","7.11e-12"
"ENSG00000181163",-1.41224224162139,8.36214190651619,54.650445413311,1.43991681432487e-13,"ns",1.41224224162139,"NPM1","7.98e-12"
"ENSG00000100490",1.14413190794286,6.93002834446533,54.5413401523059,1.52211915140481e-13,"ns",1.14413190794286,"CDKL1","8.38e-12"
"ENSG00000068650",1.58588043209303,4.84522614302939,54.5250375509536,1.5347987725056e-13,"up",1.58588043209303,"ATP11A","8.42e-12"
"ENSG00000150347",-2.29803132786038,4.29419111913046,54.4755545970641,1.57393588883594e-13,"down",2.29803132786038,"ARID5B","8.58e-12"
"ENSG00000175390",-1.4675029107085,7.05480831141795,54.3466728008395,1.68062315863346e-13,"ns",1.4675029107085,"EIF3F","9.07e-12"
"ENSG00000117091",-1.8127627330989,4.97347749451135,54.316814372883,1.7063547207824e-13,"down",1.8127627330989,"CD48","9.18e-12"
"ENSG00000177954",-1.41972552191478,10.9964452933798,54.2109101226902,1.80084188033619e-13,"ns",1.41972552191478,"RPS27","9.62e-12"
"ENSG00000075945",1.1723010789971,7.94225651192477,54.0225512530579,1.98201684878179e-13,"ns",1.1723010789971,"KIFAP3","1.05e-11"
"ENSG00000185201",1.29581838952344,4.61932404358481,53.9988101836998,2.00611051358961e-13,"ns",1.29581838952344,"IFITM2","1.06e-11"
"ENSG00000127947",1.04922819976722,9.18413287372852,53.9412315226357,2.06576866352818e-13,"ns",1.04922819976722,"PTPN12","1.09e-11"
"ENSG00000004779",-1.53036976791045,5.03806526631886,53.8475967436064,2.16659946555625e-13,"down",1.53036976791045,"NDUFAB1","1.14e-11"
"ENSG00000135968",-1.26695901601651,6.03938261251213,53.8214855307393,2.19558542829563e-13,"ns",1.26695901601651,"GCC2","1.15e-11"
"ENSG00000223609",2.19885039127966,4.79501805323587,53.8141937734626,2.20374907110894e-13,"up",2.19885039127966,"HBD","1.15e-11"
"ENSG00000167323",1.46060127353153,5.91327889508702,53.5994976647858,2.45822255456678e-13,"ns",1.46060127353153,"STIM1","1.28e-11"
"ENSG00000187097",1.73156634172371,5.15781867726617,53.5664630489962,2.49990706187917e-13,"up",1.73156634172371,"ENTPD5","1.29e-11"
"ENSG00000185909",1.61701391640642,5.22210140580731,53.4964893124939,2.5905535880892e-13,"up",1.61701391640642,"KLHDC8B","1.33e-11"
"ENSG00000101882",-2.20034958463256,3.83367072266012,53.3683369277393,2.76518020082076e-13,"down",2.20034958463256,"NKAP","1.42e-11"
"ENSG00000233927",-1.5538186672717,7.63776259948865,53.1548993739322,3.08255637228689e-13,"down",1.5538186672717,"RPS28","1.57e-11"
"ENSG00000169247",1.92103176876802,5.07125615481128,53.1547504835447,3.08279003090483e-13,"up",1.92103176876802,"SH3TC2","1.57e-11"
"ENSG00000184792",2.16281253060907,6.14921428019617,53.0049761247908,3.32704430877319e-13,"up",2.16281253060907,"OSBP2","1.68e-11"
"ENSG00000149311",-2.84732824320993,6.1109536410703,53.003530817385,3.32949330176691e-13,"down",2.84732824320993,"ATM","1.68e-11"
"ENSG00000147416",1.42936321247088,6.43417413953222,52.9823508928148,3.36558910210602e-13,"ns",1.42936321247088,"ATP6V1B2","1.69e-11"
"ENSG00000110719",-3.14987126797141,4.54454952368951,52.7912698362472,3.70946413539396e-13,"down",3.14987126797141,"TCIRG1","1.85e-11"
"ENSG00000178982",-1.19135278683284,7.04182925136399,52.7425735321306,3.80258454461376e-13,"ns",1.19135278683284,"EIF3K","1.90e-11"
"ENSG00000166598",-2.08103542395043,7.16582610359826,52.6990167537731,3.88785695738187e-13,"down",2.08103542395043,"HSP90B1","1.93e-11"
"ENSG00000241351",-3.88235599007836,3.20038472812458,52.6880112916313,3.90970382375823e-13,"down",3.88235599007836,"IGKV3-11","1.93e-11"
"ENSG00000106034",1.78420176129318,5.36809669633306,52.6874392596202,3.91084271302494e-13,"up",1.78420176129318,"CPED1","1.93e-11"
"ENSG00000159461",1.4079964415199,5.27306665357252,52.488169099616,4.32848059063518e-13,"ns",1.4079964415199,"AMFR","2.13e-11"
"ENSG00000132912",1.48813298734399,6.40747283364008,52.4632937251463,4.38365568171635e-13,"ns",1.48813298734399,"DCTN4","2.15e-11"
"ENSG00000134884",-1.96351271311157,4.03234350417226,52.3700879630235,4.59672409589258e-13,"down",1.96351271311157,"ARGLU1","2.25e-11"
"ENSG00000243466",-3.54567687674855,3.44723923981279,52.3419988174235,4.66294552149e-13,"down",3.54567687674855,"IGKV1-5","2.28e-11"
"ENSG00000125257",1.48046564517986,9.47969642907192,52.2807060851998,4.81077902902639e-13,"ns",1.48046564517986,"ABCC4","2.34e-11"
"ENSG00000047597",1.24580162316198,4.26460181919751,52.0449082533635,5.42457093957534e-13,"ns",1.24580162316198,"XK","2.61e-11"
"ENSG00000027697",1.16460837069482,6.46263788498804,51.9504289755535,5.69196170122353e-13,"ns",1.16460837069482,"IFNGR1","2.73e-11"
"ENSG00000102265",1.0391704871952,10.732898644183,51.9334120895991,5.74150532634664e-13,"ns",1.0391704871952,"TIMP1","2.74e-11"
"ENSG00000164118",1.24068193757644,5.62387936727558,51.8773853984845,5.90769323008551e-13,"ns",1.24068193757644,"CEP44","2.82e-11"
"ENSG00000110651",-3.22107072592176,3.24393029303421,51.8309732618804,6.04900160541677e-13,"down",3.22107072592176,"CD81","2.87e-11"
"ENSG00000158417",-1.64599679297187,5.71759762857539,51.8190875107244,6.08573027696271e-13,"down",1.64599679297187,"EIF5B","2.88e-11"
"ENSG00000156482",-1.56917218536716,7.0826526110279,51.8014282396715,6.1407124471412e-13,"down",1.56917218536716,"RPL30","2.89e-11"
"ENSG00000143363",1.04453776260654,8.52274176898102,51.7466362614658,6.31449129614085e-13,"ns",1.04453776260654,"PRUNE1","2.97e-11"
"ENSG00000099785",1.06756237984822,8.65199052297253,51.6038576872326,6.7908020774769e-13,"ns",1.06756237984822,"MARCHF2","3.17e-11"
"ENSG00000156256",-1.70911711870742,5.58570041089356,51.5272082031919,7.06116926172803e-13,"down",1.70911711870742,"USP16","3.29e-11"
"ENSG00000070961",-2.95509037121407,5.04447489622828,51.5219009162737,7.08028366648709e-13,"down",2.95509037121407,"ATP2B1","3.29e-11"
"ENSG00000213445",-2.89681428892231,3.00147292626912,51.3019261636119,7.91978905759659e-13,"down",2.89681428892231,"SIPA1","3.67e-11"
"ENSG00000108061",1.06496724320461,7.17617213186797,51.2541905663611,8.11473242663972e-13,"ns",1.06496724320461,"SHOC2","3.75e-11"
"ENSG00000073849",1.64529893652864,5.73530635908362,51.195128824711,8.36258855847289e-13,"up",1.64529893652864,"ST6GAL1","3.85e-11"
"ENSG00000157538",1.03262909780955,5.72981685702988,50.8642686199018,9.89791205540752e-13,"ns",1.03262909780955,"VPS26C","4.52e-11"
"ENSG00000185946",-2.20538153830986,5.1593503401187,50.7493429245878,1.04947696660736e-12,"down",2.20538153830986,"RNPC3","4.77e-11"
"ENSG00000137076",1.09236561480883,12.3938207388243,50.741881344731,1.05347431688426e-12,"ns",1.09236561480883,"TLN1","4.77e-11"
"ENSG00000113649",-2.21832962368268,4.1221753367274,50.7043899448577,1.07379116505392e-12,"down",2.21832962368268,"TCERG1","4.85e-11"
"ENSG00000168010",-3.1867975964779,4.46930235835177,50.6954100961864,1.07871532902266e-12,"down",3.1867975964779,"ATG16L2","4.86e-11"
"ENSG00000100439",1.34656093962149,5.80772912013817,50.3427654283981,1.29105174139015e-12,"ns",1.34656093962149,"ABHD4","5.75e-11"
"ENSG00000089280",-2.20203475691922,3.77425689140864,50.2700122095846,1.33981380736196e-12,"down",2.20203475691922,"FUS","5.94e-11"
"ENSG00000152556",1.38680149239022,5.75162583143923,50.1550756050264,1.42063200455306e-12,"ns",1.38680149239022,"PFKM","6.28e-11"
"ENSG00000184922",-2.90022604443049,4.13980894807936,49.8541145389007,1.65612724359715e-12,"down",2.90022604443049,"FMNL1","7.24e-11"
"ENSG00000138798",1.61947735731981,7.63560065731165,49.8390731736509,1.66887196418824e-12,"up",1.61947735731981,"EGF","7.27e-11"
"ENSG00000182866",-1.87635285217515,6.32328656083783,49.8172390565232,1.68754710637383e-12,"down",1.87635285217515,"LCK","7.34e-11"
"ENSG00000173821",-1.97227686359651,6.28932529738357,49.5441614043522,1.93956227201154e-12,"down",1.97227686359651,"RNF213","8.34e-11"
"ENSG00000160799",-1.55891434103728,4.6060248963749,49.5026310314154,1.9810586282038e-12,"down",1.55891434103728,"CCDC12","8.50e-11"
"ENSG00000048471",-1.32275792102967,4.90844643961072,49.4069090299056,2.08011765497836e-12,"ns",1.32275792102967,"SNX29","8.86e-11"
"ENSG00000081059",-3.1245380664786,3.62465009892036,49.2190105321723,2.28921381706237e-12,"down",3.1245380664786,"TCF7","9.72e-11"
"ENSG00000185187",-2.47921240163013,3.3293956183529,49.2036810626942,2.30717346066266e-12,"down",2.47921240163013,"SIGIRR","9.77e-11"
"ENSG00000169129",1.80908416475288,5.64415047512561,49.1708472004679,2.3461167013717e-12,"up",1.80908416475288,"AFAP1L2","9.91e-11"
"ENSG00000106028",-1.47191685091312,5.5545919446949,49.1375740274224,2.3862521317133e-12,"ns",1.47191685091312,"SSBP1","1.01e-10"
"ENSG00000124333",1.11812810563101,7.98153202685437,49.1270074108819,2.39914120406708e-12,"ns",1.11812810563101,"VAMP7","1.01e-10"
"ENSG00000138398",-1.49961566750069,6.15053439184646,49.0956773076837,2.43776839470209e-12,"ns",1.49961566750069,"PPIG","1.02e-10"
"ENSG00000115085",-2.71786451409883,4.04486378447973,48.9705364006898,2.59836435271013e-12,"down",2.71786451409883,"ZAP70","1.09e-10"
"ENSG00000185989",1.14326565386234,7.60582040825428,48.9652383367907,2.6053923254609e-12,"ns",1.14326565386234,"RASA3","1.09e-10"
"ENSG00000076685",1.19757420380781,5.87121369926501,48.8803472603099,2.72063172448592e-12,"ns",1.19757420380781,"NT5C2","1.13e-10"
"ENSG00000075884",-1.76136768096238,6.65217174359771,48.7797415527331,2.86382658421063e-12,"down",1.76136768096238,"ARHGAP15","1.19e-10"
"ENSG00000072110",1.13503480467368,10.9788450424686,48.6949199379438,2.99040007378723e-12,"ns",1.13503480467368,"ACTN1","1.23e-10"
"ENSG00000166794",-1.49529809004723,4.98145561825115,48.3954037331367,3.48383791597017e-12,"ns",1.49529809004723,"PPIB","1.42e-10"
"ENSG00000083896",-2.23248575670597,3.85840269527284,48.3799327398197,3.51143183543957e-12,"down",2.23248575670597,"YTHDC1","1.43e-10"
"ENSG00000102230",1.20868552162307,5.83372674699753,48.0572686482291,4.1395022316442e-12,"ns",1.20868552162307,"PCYT1B","1.67e-10"
"ENSG00000228651",1.08784218922976,6.97835860681429,48.0236360190478,4.21112003551333e-12,"ns",1.08784218922976,"NA","1.70e-10"
"ENSG00000166012",-1.78940301147729,4.89824621847,47.9875598111403,4.2893202615844e-12,"down",1.78940301147729,"TAF1D","1.72e-10"
"ENSG00000179361",1.72604384652396,3.82258287048441,47.910945217094,4.46024717768515e-12,"up",1.72604384652396,"ARID3B","1.78e-10"
"ENSG00000239839",3.34565526847652,4.98863962184678,47.8890869386827,4.51025110453891e-12,"up",3.34565526847652,"DEFA3","1.80e-10"
"ENSG00000184205",1.56860169141505,4.26449191431766,47.8021364960214,4.71477963957308e-12,"up",1.56860169141505,"TSPYL2","1.88e-10"
"ENSG00000143409",1.07512488986517,8.24257187628274,47.6515669955982,5.09115266967124e-12,"ns",1.07512488986517,"MINDY1","2.01e-10"
"ENSG00000160211",1.35695067137381,6.03530426204264,47.5451553530048,5.37514319764646e-12,"ns",1.35695067137381,"G6PD","2.10e-10"
"ENSG00000145734",-1.6155008829588,5.11888139437083,47.5330639365249,5.40839964992674e-12,"down",1.6155008829588,"BDP1","2.11e-10"
"ENSG00000173209",-2.6418618050731,3.38958108941453,47.5329209048727,5.40879427664422e-12,"down",2.6418618050731,"AHSA2P","2.11e-10"
"ENSG00000173726",-1.4286081729544,4.171607425253,47.4733431190522,5.5757018350831e-12,"ns",1.4286081729544,"TOMM20","2.16e-10"
"ENSG00000105835",2.08299323092536,6.2488832436654,47.4700755021128,5.58500376622169e-12,"up",2.08299323092536,"NAMPT","2.16e-10"
"ENSG00000165169",1.12206791859932,5.72581337500289,47.4510208108895,5.63955696665487e-12,"ns",1.12206791859932,"DYNLT3","2.18e-10"
"ENSG00000177119",1.10453801092393,8.93587175006167,47.166033725209,6.52209359814117e-12,"ns",1.10453801092393,"ANO6","2.51e-10"
"ENSG00000105402",1.0212428193262,8.00934770249101,47.1366933361734,6.6204594535006e-12,"ns",1.0212428193262,"NAPA","2.54e-10"
"ENSG00000119397",-1.70161355746439,6.0585535412274,47.1154096506425,6.69274250075621e-12,"down",1.70161355746439,"CNTRL","2.56e-10"
"ENSG00000156650",-2.66852297658241,3.16150576972898,47.1147038756481,6.69515291615248e-12,"down",2.66852297658241,"KAT6B","2.56e-10"
"ENSG00000100280",1.31770634850055,5.25979612213061,47.040972256047,6.95181316416591e-12,"ns",1.31770634850055,"AP1B1","2.65e-10"
"ENSG00000196547",1.30919086487711,5.46951528262646,46.9722177855826,7.20001301674306e-12,"ns",1.30919086487711,"MAN2A2","2.74e-10"
"ENSG00000156515",1.12693415972396,8.7844868014799,46.9201496581332,7.39386061004868e-12,"ns",1.12693415972396,"HK1","2.80e-10"
"ENSG00000196683",-1.20618737579531,5.62784133297038,46.8683945387873,7.59171893543944e-12,"ns",1.20618737579531,"TOMM7","2.87e-10"
"ENSG00000126456",-1.7758942677521,3.58824309569308,46.8260054693789,7.75771217025654e-12,"down",1.7758942677521,"IRF3","2.93e-10"
"ENSG00000100354",-2.06440293992593,4.95370244812717,46.7359770865048,8.12240724982168e-12,"down",2.06440293992593,"TNRC6B","3.05e-10"
"ENSG00000122224",-3.23135529647803,3.43535139341864,46.7139597763252,8.21417796786266e-12,"down",3.23135529647803,"LY9","3.07e-10"
"ENSG00000211898",-2.42462790909107,4.68751377641368,46.705664930627,8.24902034387332e-12,"down",2.42462790909107,"IGHD","3.08e-10"
"ENSG00000064687",-2.74743349270103,3.26907777429641,46.6010375742376,8.70141670405341e-12,"down",2.74743349270103,"ABCA7","3.24e-10"
"ENSG00000171843",1.12306867205129,6.25684498243156,46.5989246489278,8.71080407620181e-12,"ns",1.12306867205129,"MLLT3","3.24e-10"
"ENSG00000163714",-1.61836584892675,6.55880965363579,46.0933991813933,1.12747683971111e-11,"down",1.61836584892675,"U2SURP","4.13e-10"
"ENSG00000162244",-1.20590907650552,7.07377284414538,46.0318594481151,1.16345478418185e-11,"ns",1.20590907650552,"RPL29","4.24e-10"
"ENSG00000105486",-1.93828070944353,3.65882699965721,45.985569732674,1.1912723562873e-11,"down",1.93828070944353,"LIG1","4.33e-10"
"ENSG00000136936",-2.48466194390516,3.64307899200105,45.8100306066019,1.3029466082992e-11,"down",2.48466194390516,"XPA","4.71e-10"
"ENSG00000138795",-3.55187585179866,4.88394769487642,45.7168251493724,1.36644037713302e-11,"down",3.55187585179866,"LEF1","4.91e-10"
"ENSG00000140105",1.47652086784225,6.67724587090605,45.6357088781025,1.42421385292251e-11,"ns",1.47652086784225,"WARS1","5.09e-10"
"ENSG00000129003",-1.19132505866923,6.9156418496941,45.5810959540726,1.46448170092423e-11,"ns",1.19132505866923,"VPS13C","5.23e-10"
"ENSG00000169567",-1.19930759118512,6.22738003162992,45.5418910164189,1.49408952708753e-11,"ns",1.19930759118512,"HINT1","5.32e-10"
"ENSG00000188243",-1.17231111362554,6.3512207115243,45.4942254640348,1.53089503514006e-11,"ns",1.17231111362554,"COMMD6","5.43e-10"
